shipment_id,cargo_weight,shipment_priority,shc,customs_status,inspection_required,clearance_type,documentation_status,payment_status,consignee_name,consignee_behavior,staff_availability,truck_availability,packaging_condition,warehouse_load_percentage,flight_delay_hours,arrival_datetime,release_datetime,dwell_time_hours
SHIP_113865,908.05,Medium,AVI,Under Inspection,1,Manual,Missing,Overdue,Skyline Traders,Cooperative,76,Not Available,Damaged,39.89,14.66,2024-01-07 18:52:00,2024-01-12 13:52:00,115
SHIP_101587,1663.82,Low,EAT,Pending,0,Manual,Missing,Paid,Secure Freight Systems,Cooperative,67,Available,Good,60.39,22.84,2024-01-02 06:55:00,2024-01-04 06:55:00,48
SHIP_117996,2889.52,Critical,DGR,Under Inspection,0,Manual,Missing,Paid,CargoLink Pvt Ltd,Delayed Response,28,Available,Good,79.81,8.47,2024-01-05 08:07:00,2024-01-07 03:07:00,43
SHIP_102322,2567.94,Low,EAT,Hold,0,Automatic,Missing,Overdue,MedSupply International,Cooperative,50,Not Available,Good,49.97,22.0,2024-01-06 22:16:00,2024-01-12 00:16:00,122
SHIP_113664,1348.07,Medium,PER,Under Inspection,0,Manual,Incomplete,Overdue,MedSupply International,Delayed Response,99,Available,Damaged,45.71,13.97,2024-01-05 17:55:00,2024-01-08 15:55:00,70
SHIP_104414,4074.11,Critical,AVI,Hold,1,Manual,Missing,Overdue,MedSupply International,Cooperative,40,Available,Damaged,38.28,12.22,2024-01-05 00:28:00,2024-01-09 05:28:00,101
SHIP_111071,1346.0,High,PER,Pending,0,Manual,Incomplete,Overdue,Secure Freight Systems,Delayed Response,59,Available,Good,87.65,0.5,2024-01-05 13:28:00,2024-01-07 14:28:00,49
SHIP_116076,710.82,High,EAT,Pending,1,Automatic,Complete,Overdue,CargoLink Pvt Ltd,Cooperative,25,Delayed,Needs Repacking,70.38,18.72,2024-01-07 01:29:00,2024-01-10 08:29:00,79
SHIP_116831,1826.32,Medium,GEN,Pending,1,Automatic,Incomplete,Overdue,Prime Retail Imports,Cooperative,53,Available,Good,75.43,4.28,2024-01-05 12:30:00,2024-01-08 04:30:00,64
SHIP_116477,2668.19,Critical,GEN,Under Inspection,0,Manual,Missing,Overdue,DHL Logistics,Delayed Response,40,Available,Good,80.87,16.07,2024-01-05 09:38:00,2024-01-08 02:38:00,65
SHIP_116478,3181.99,High,DGR,Pending,0,Automatic,Incomplete,Pending,Skyline Traders,Cooperative,55,Available,Good,85.44,22.41,2024-01-04 05:25:00,2024-01-05 14:25:00,33
SHIP_117325,2971.85,Low,DGR,Under Inspection,1,Manual,Complete,Overdue,Global Electronics Pvt Ltd,Average,94,Available,Good,45.5,16.66,2024-01-06 19:36:00,2024-01-09 18:36:00,71
SHIP_113228,1992.5,Critical,EAT,Under Inspection,0,Manual,Missing,Overdue,Secure Freight Systems,Non-Compliant,27,Delayed,Good,23.4,9.44,2024-01-06 03:57:00,2024-01-09 11:57:00,80
SHIP_114714,4912.08,Critical,GEN,Cleared,0,Manual,Complete,Pending,Skyline Traders,Cooperative,80,Available,Needs Repacking,78.72,23.74,2024-01-05 09:41:00,2024-01-06 23:41:00,38
SHIP_101981,1309.69,Low,PER,Pending,1,Automatic,Missing,Pending,DHL Logistics,Average,56,Available,Good,68.38,16.81,2024-01-07 02:10:00,2024-01-09 16:10:00,62
SHIP_108703,4429.72,Low,DGR,Pending,0,Manual,Missing,Paid,Skyline Traders,Delayed Response,32,Available,Good,79.0,15.92,2024-01-03 07:31:00,2024-01-05 15:31:00,56
SHIP_102366,4970.66,Medium,VAL,Pending,0,Manual,Missing,Pending,CargoLink Pvt Ltd,Delayed Response,87,Available,Needs Repacking,85.11,20.62,2024-01-07 21:41:00,2024-01-10 22:41:00,73
SHIP_114785,3292.97,Medium,AVI,Pending,0,Manual,Incomplete,Pending,Skyline Traders,Cooperative,70,Available,Good,33.01,9.56,2024-01-05 22:46:00,2024-01-07 23:46:00,49
SHIP_106342,2364.95,High,VAL,Under Inspection,0,Manual,Missing,Overdue,DHL Logistics,Average,70,Delayed,Good,71.87,22.95,2024-01-07 18:57:00,2024-01-11 01:57:00,79
SHIP_117585,669.63,High,EAT,Hold,1,Manual,Missing,Paid,Global Electronics Pvt Ltd,Delayed Response,24,Available,Good,75.96,21.4,2024-01-05 06:24:00,2024-01-08 06:24:00,72
SHIP_108904,1317.97,High,AVI,Under Inspection,1,Manual,Incomplete,Overdue,Prime Retail Imports,Non-Compliant,60,Available,Good,74.99,1.01,2024-01-07 05:33:00,2024-01-10 00:33:00,67
SHIP_110105,805.31,High,DGR,Hold,0,Automatic,Incomplete,Pending,DHL Logistics,Delayed Response,26,Available,Good,95.05,22.42,2024-01-06 04:41:00,2024-01-08 02:41:00,46
SHIP_117563,3992.47,Low,GEN,Under Inspection,0,Automatic,Incomplete,Pending,AeroTech Solutions,Average,80,Available,Good,50.56,10.28,2024-01-05 23:27:00,2024-01-07 17:27:00,42
SHIP_102935,654.43,Low,GEN,Hold,0,Manual,Missing,Pending,Prime Retail Imports,Average,78,Available,Good,51.03,20.56,2024-01-06 21:46:00,2024-01-10 00:46:00,75
SHIP_110875,1751.9,High,VAL,Pending,0,Manual,Incomplete,Paid,Skyline Traders,Delayed Response,68,Delayed,Damaged,84.28,6.92,2024-01-06 07:27:00,2024-01-08 08:27:00,49
SHIP_111975,3908.28,High,EAT,Pending,0,Automatic,Complete,Overdue,Prime Retail Imports,Average,63,Available,Good,61.7,22.13,2024-01-04 17:23:00,2024-01-06 17:23:00,48
SHIP_105946,1953.0,Medium,PER,Under Inspection,0,Manual,Missing,Pending,DHL Logistics,Cooperative,92,Available,Good,88.94,18.93,2024-01-07 05:35:00,2024-01-09 19:35:00,62
SHIP_109808,1554.67,Low,GEN,Hold,1,Manual,Complete,Overdue,Secure Freight Systems,Non-Compliant,52,Available,Good,71.79,11.18,2024-01-05 10:42:00,2024-01-08 07:42:00,69
SHIP_119986,4614.01,High,EAT,Cleared,0,Automatic,Complete,Pending,MedSupply International,Average,27,Delayed,Good,44.41,17.74,2024-01-05 19:07:00,2024-01-07 04:07:00,33
SHIP_114897,3397.18,High,GEN,Pending,0,Manual,Incomplete,Overdue,FreshFoods Exports,Delayed Response,72,Delayed,Good,30.43,8.52,2024-01-06 20:08:00,2024-01-09 11:08:00,63
SHIP_104761,147.78,Medium,EAT,Under Inspection,1,Manual,Complete,Paid,FreshFoods Exports,Average,92,Available,Good,87.36,11.65,2024-01-06 05:44:00,2024-01-08 05:44:00,48
SHIP_113644,382.26,Medium,AVI,Pending,0,Manual,Missing,Pending,Prime Retail Imports,Cooperative,61,Available,Good,77.59,2.67,2024-01-06 04:15:00,2024-01-08 12:15:00,56
SHIP_106527,731.25,Critical,GEN,Pending,1,Automatic,Incomplete,Paid,Global Electronics Pvt Ltd,Cooperative,96,Available,Damaged,26.58,1.99,2024-01-06 13:03:00,2024-01-08 05:03:00,40
SHIP_109738,3870.74,High,GEN,Hold,0,Manual,Missing,Overdue,MedSupply International,Cooperative,57,Available,Good,49.83,13.82,2024-01-05 23:30:00,2024-01-09 20:30:00,93
SHIP_119194,3478.72,Low,GEN,Pending,1,Automatic,Missing,Overdue,CargoLink Pvt Ltd,Non-Compliant,20,Available,Good,23.11,15.88,2024-01-06 19:10:00,2024-01-10 16:10:00,93
SHIP_104891,1596.49,Medium,GEN,Hold,0,Manual,Missing,Pending,ABC Pharma Ltd,Average,34,Available,Needs Repacking,59.78,4.65,2024-01-06 17:18:00,2024-01-10 05:18:00,84
SHIP_117099,2718.88,Medium,VAL,Pending,0,Manual,Complete,Paid,Global Electronics Pvt Ltd,Delayed Response,62,Available,Good,20.79,4.7,2024-01-03 18:22:00,2024-01-04 14:22:00,20
SHIP_105390,4562.01,Medium,DGR,Under Inspection,0,Automatic,Incomplete,Paid,Global Electronics Pvt Ltd,Cooperative,33,Available,Good,86.9,9.88,2024-01-05 17:39:00,2024-01-07 03:39:00,34
SHIP_109393,3524.15,Critical,DGR,Pending,0,Manual,Incomplete,Pending,DHL Logistics,Delayed Response,42,Available,Damaged,56.55,17.32,2024-01-06 04:47:00,2024-01-08 05:47:00,49
SHIP_103101,3255.45,Medium,DGR,Pending,0,Manual,Complete,Pending,DHL Logistics,Cooperative,81,Not Available,Good,96.55,12.36,2024-01-07 03:30:00,2024-01-09 09:30:00,54
SHIP_108210,1871.43,High,PER,Pending,0,Automatic,Incomplete,Paid,FreshFoods Exports,Delayed Response,95,Delayed,Good,25.09,19.02,2024-01-06 10:31:00,2024-01-08 04:31:00,42
SHIP_107530,2234.41,Medium,GEN,Pending,0,Automatic,Incomplete,Overdue,Secure Freight Systems,Non-Compliant,34,Available,Good,52.12,2.28,2024-01-06 12:07:00,2024-01-08 18:07:00,54
SHIP_117018,3702.22,High,DGR,Pending,0,Manual,Incomplete,Paid,MedSupply International,Cooperative,70,Delayed,Good,93.65,7.62,2024-01-05 22:20:00,2024-01-07 15:20:00,41
SHIP_112502,1608.18,Low,GEN,Pending,0,Automatic,Incomplete,Overdue,AeroTech Solutions,Average,85,Delayed,Good,75.08,8.84,2024-01-08 03:57:00,2024-01-10 22:57:00,67
SHIP_110374,1975.76,Critical,GEN,Hold,1,Manual,Incomplete,Overdue,Global Electronics Pvt Ltd,Average,52,Available,Damaged,75.39,16.14,2024-01-08 00:00:00,2024-01-11 14:00:00,86
SHIP_113378,2352.36,Medium,DGR,Pending,0,Automatic,Missing,Overdue,Secure Freight Systems,Cooperative,94,Not Available,Good,58.33,23.71,2024-01-06 08:22:00,2024-01-09 15:22:00,79
SHIP_118110,615.69,Critical,VAL,Under Inspection,0,Manual,Complete,Paid,Secure Freight Systems,Cooperative,99,Available,Damaged,44.24,19.74,2024-01-05 16:22:00,2024-01-06 21:22:00,29
SHIP_100086,3035.83,Critical,VAL,Pending,1,Automatic,Incomplete,Overdue,MedSupply International,Delayed Response,56,Available,Good,36.4,7.04,2024-01-08 01:06:00,2024-01-11 02:06:00,73
SHIP_103449,2904.08,Medium,GEN,Hold,0,Automatic,Missing,Overdue,Prime Retail Imports,Non-Compliant,84,Available,Good,41.13,5.1,2024-01-05 14:18:00,2024-01-08 20:18:00,78
SHIP_100450,1373.71,Low,VAL,Hold,1,Manual,Incomplete,Paid,Secure Freight Systems,Cooperative,99,Available,Good,90.04,7.26,2024-01-07 15:33:00,2024-01-10 02:33:00,59
SHIP_103590,4417.11,High,DGR,Pending,0,Automatic,Missing,Paid,AeroTech Solutions,Cooperative,80,Not Available,Good,46.25,13.47,2024-01-06 17:07:00,2024-01-09 07:07:00,62
SHIP_118895,529.85,High,PER,Hold,1,Manual,Complete,Paid,CargoLink Pvt Ltd,Average,80,Not Available,Good,70.22,10.51,2024-01-04 23:26:00,2024-01-08 01:26:00,74
SHIP_117355,993.04,Critical,PER,Pending,0,Automatic,Incomplete,Paid,DHL Logistics,Cooperative,57,Not Available,Damaged,57.26,13.39,2024-01-07 07:58:00,2024-01-09 08:58:00,49
SHIP_102371,3682.3,High,VAL,Pending,0,Manual,Missing,Pending,AeroTech Solutions,Average,70,Delayed,Good,26.86,13.14,2024-01-07 21:50:00,2024-01-10 07:50:00,58
SHIP_103127,1092.59,Low,PER,Hold,1,Manual,Complete,Paid,MedSupply International,Average,55,Available,Needs Repacking,26.08,14.49,2024-01-07 12:48:00,2024-01-10 08:48:00,68
SHIP_116173,4292.47,Critical,PER,Under Inspection,0,Automatic,Missing,Paid,MedSupply International,Cooperative,91,Delayed,Good,97.51,4.43,2024-01-06 20:11:00,2024-01-09 08:11:00,60
SHIP_117023,992.39,Critical,VAL,Hold,1,Manual,Missing,Paid,FreshFoods Exports,Non-Compliant,31,Delayed,Good,72.41,21.63,2024-01-07 21:22:00,2024-01-11 09:22:00,84
SHIP_106556,3633.61,Medium,DGR,Under Inspection,1,Automatic,Missing,Overdue,AeroTech Solutions,Average,51,Not Available,Good,88.1,11.04,2024-01-09 14:24:00,2024-01-14 10:24:00,116
SHIP_118262,2525.49,Low,GEN,Hold,0,Manual,Missing,Pending,CargoLink Pvt Ltd,Cooperative,88,Available,Good,57.41,0.41,2024-01-08 20:00:00,2024-01-11 15:00:00,67
SHIP_105650,4124.07,Medium,VAL,Under Inspection,1,Manual,Incomplete,Paid,Secure Freight Systems,Average,48,Available,Good,43.14,23.23,2024-01-07 09:42:00,2024-01-09 14:42:00,53
SHIP_111839,1158.15,Medium,EAT,Under Inspection,0,Automatic,Incomplete,Pending,Global Electronics Pvt Ltd,Cooperative,86,Available,Good,75.81,7.18,2024-01-06 17:57:00,2024-01-08 23:57:00,54
SHIP_105166,1372.7,Medium,EAT,Hold,1,Automatic,Complete,Overdue,Secure Freight Systems,Average,64,Delayed,Good,26.86,4.98,2024-01-08 05:14:00,2024-01-12 06:14:00,97
SHIP_103847,435.67,Medium,GEN,Pending,0,Manual,Missing,Pending,Prime Retail Imports,Average,22,Available,Good,80.1,3.86,2024-01-07 02:45:00,2024-01-09 12:45:00,58
SHIP_116539,4379.92,Low,GEN,Hold,1,Manual,Complete,Paid,CargoLink Pvt Ltd,Average,52,Delayed,Good,33.33,10.39,2024-01-07 05:57:00,2024-01-09 17:57:00,60
SHIP_110866,2266.84,Critical,VAL,Pending,0,Automatic,Incomplete,Paid,CargoLink Pvt Ltd,Average,85,Not Available,Good,72.69,13.04,2024-01-06 11:47:00,2024-01-08 00:47:00,37
SHIP_106616,3245.23,Medium,GEN,Cleared,0,Automatic,Complete,Pending,Prime Retail Imports,Average,47,Available,Good,26.32,22.36,2024-01-05 16:41:00,2024-01-06 09:41:00,17
SHIP_114143,4037.77,Medium,PER,Pending,1,Automatic,Missing,Pending,Prime Retail Imports,Average,47,Available,Good,31.15,15.02,2024-01-08 00:53:00,2024-01-10 20:53:00,68
SHIP_118509,3065.42,Low,DGR,Pending,1,Manual,Missing,Pending,CargoLink Pvt Ltd,Delayed Response,90,Available,Damaged,76.01,5.19,2024-01-07 16:18:00,2024-01-11 01:18:00,81
SHIP_102576,1494.6,Low,PER,Pending,1,Automatic,Missing,Paid,MedSupply International,Average,48,Available,Damaged,79.21,10.58,2024-01-03 18:40:00,2024-01-06 16:40:00,70
SHIP_102605,1129.41,High,GEN,Pending,1,Automatic,Complete,Overdue,DHL Logistics,Average,29,Available,Good,90.08,16.92,2024-01-06 12:52:00,2024-01-09 02:52:00,62
SHIP_119926,1731.43,High,DGR,Hold,0,Manual,Missing,Paid,FreshFoods Exports,Non-Compliant,71,Available,Damaged,63.89,13.95,2024-01-05 03:50:00,2024-01-07 11:50:00,56
SHIP_108771,2001.53,Medium,EAT,Under Inspection,1,Automatic,Complete,Pending,ABC Pharma Ltd,Average,85,Available,Damaged,96.31,22.99,2024-01-08 13:50:00,2024-01-10 18:50:00,53
SHIP_119193,3782.38,High,EAT,Pending,0,Manual,Incomplete,Pending,Prime Retail Imports,Cooperative,23,Available,Good,97.14,6.93,2024-01-07 15:58:00,2024-01-09 11:58:00,44
SHIP_110760,1121.77,High,PER,Hold,0,Manual,Complete,Pending,DHL Logistics,Average,85,Available,Good,44.33,3.17,2024-01-07 18:39:00,2024-01-09 13:39:00,43
SHIP_110276,3919.44,High,AVI,Under Inspection,1,Manual,Complete,Pending,Skyline Traders,Cooperative,90,Available,Good,89.28,1.71,2024-01-08 14:05:00,2024-01-10 14:05:00,48
SHIP_114007,1088.44,Low,VAL,Pending,0,Manual,Incomplete,Paid,FreshFoods Exports,Cooperative,50,Available,Good,43.13,19.12,2024-01-07 16:31:00,2024-01-09 08:31:00,40
SHIP_109290,4126.21,Critical,VAL,Pending,1,Automatic,Incomplete,Paid,Global Electronics Pvt Ltd,Delayed Response,91,Not Available,Good,81.99,2.59,2024-01-08 09:00:00,2024-01-11 01:00:00,64
SHIP_104632,2879.0,Critical,VAL,Pending,0,Automatic,Complete,Overdue,Prime Retail Imports,Average,93,Delayed,Good,57.96,17.95,2024-01-08 02:19:00,2024-01-10 00:19:00,46
SHIP_100831,2289.0,Critical,PER,Under Inspection,0,Manual,Incomplete,Overdue,Secure Freight Systems,Cooperative,56,Available,Good,28.62,11.7,2024-01-08 10:26:00,2024-01-10 15:26:00,53
SHIP_114515,2370.89,High,GEN,Under Inspection,0,Automatic,Missing,Paid,Global Electronics Pvt Ltd,Cooperative,87,Delayed,Good,64.17,16.65,2024-01-08 03:54:00,2024-01-10 05:54:00,50
SHIP_104609,1004.4,Low,DGR,Cleared,0,Manual,Complete,Paid,ABC Pharma Ltd,Cooperative,33,Delayed,Good,86.79,2.35,2024-01-06 05:48:00,2024-01-06 23:48:00,18
SHIP_101303,1584.58,Medium,EAT,Pending,0,Automatic,Missing,Paid,Skyline Traders,Delayed Response,94,Available,Needs Repacking,23.55,7.4,2024-01-08 16:57:00,2024-01-11 13:57:00,69
SHIP_110037,4702.8,Critical,PER,Under Inspection,0,Manual,Complete,Paid,FreshFoods Exports,Average,54,Not Available,Good,81.13,8.37,2024-01-07 20:49:00,2024-01-09 17:49:00,45
SHIP_107264,3376.58,Medium,GEN,Pending,1,Manual,Complete,Pending,ABC Pharma Ltd,Delayed Response,50,Delayed,Good,80.42,12.0,2024-01-09 01:04:00,2024-01-11 10:04:00,57
SHIP_100741,3684.65,High,VAL,Hold,0,Automatic,Missing,Paid,CargoLink Pvt Ltd,Delayed Response,28,Delayed,Good,29.61,12.83,2024-01-10 01:17:00,2024-01-13 07:17:00,78
SHIP_114674,4612.1,High,DGR,Pending,0,Manual,Incomplete,Overdue,ABC Pharma Ltd,Average,43,Available,Good,43.96,0.38,2024-01-08 23:50:00,2024-01-11 09:50:00,58
SHIP_115909,244.13,High,EAT,Hold,0,Automatic,Complete,Pending,Global Electronics Pvt Ltd,Delayed Response,92,Available,Needs Repacking,85.54,10.57,2024-01-09 13:37:00,2024-01-12 03:37:00,62
SHIP_112465,2960.14,High,PER,Pending,1,Manual,Complete,Pending,Secure Freight Systems,Cooperative,38,Available,Needs Repacking,73.53,13.58,2024-01-09 02:09:00,2024-01-11 17:09:00,63
SHIP_111319,3349.86,Critical,VAL,Pending,0,Manual,Complete,Pending,CargoLink Pvt Ltd,Cooperative,61,Available,Damaged,37.8,10.26,2024-01-07 03:15:00,2024-01-08 16:15:00,37
SHIP_115502,134.27,Low,DGR,Pending,0,Manual,Missing,Pending,ABC Pharma Ltd,Delayed Response,98,Available,Good,44.58,20.55,2024-01-09 14:34:00,2024-01-11 22:34:00,56
SHIP_104666,4453.89,Critical,GEN,Under Inspection,0,Automatic,Incomplete,Overdue,Secure Freight Systems,Average,73,Available,Damaged,71.24,16.8,2024-01-07 20:53:00,2024-01-10 05:53:00,57
SHIP_106361,2855.3,High,GEN,Pending,1,Automatic,Missing,Overdue,CargoLink Pvt Ltd,Average,43,Available,Good,22.1,4.85,2024-01-07 05:38:00,2024-01-10 05:38:00,72
SHIP_104715,3033.95,High,GEN,Pending,0,Manual,Incomplete,Pending,Prime Retail Imports,Average,23,Delayed,Good,74.21,15.64,2024-01-08 23:39:00,2024-01-10 20:39:00,45
SHIP_108403,2083.63,Critical,GEN,Under Inspection,1,Automatic,Missing,Overdue,Global Electronics Pvt Ltd,Average,68,Available,Good,60.88,21.8,2024-01-09 22:49:00,2024-01-13 10:49:00,84
SHIP_116637,4502.75,High,AVI,Hold,0,Manual,Complete,Pending,AeroTech Solutions,Average,62,Available,Good,61.32,20.03,2024-01-09 04:23:00,2024-01-11 03:23:00,47
SHIP_117725,2842.85,Low,AVI,Pending,0,Manual,Incomplete,Pending,FreshFoods Exports,Average,88,Available,Good,51.98,13.08,2024-01-08 09:00:00,2024-01-10 00:00:00,39
SHIP_117156,2637.19,Medium,AVI,Under Inspection,0,Manual,Incomplete,Overdue,FreshFoods Exports,Cooperative,75,Not Available,Good,40.73,16.82,2024-01-10 19:09:00,2024-01-14 04:09:00,81
SHIP_105137,1482.89,Medium,VAL,Hold,1,Manual,Incomplete,Paid,FreshFoods Exports,Average,90,Delayed,Damaged,57.06,11.56,2024-01-10 03:43:00,2024-01-13 15:43:00,84
SHIP_119116,2143.25,Critical,VAL,Hold,0,Automatic,Missing,Paid,DHL Logistics,Delayed Response,30,Available,Good,36.73,9.83,2024-01-07 05:31:00,2024-01-09 13:31:00,56
SHIP_119717,4604.48,Low,EAT,Hold,0,Manual,Complete,Pending,Secure Freight Systems,Average,60,Available,Good,57.43,1.09,2024-01-08 18:48:00,2024-01-10 15:48:00,45
SHIP_101503,4158.29,High,AVI,Cleared,0,Manual,Complete,Pending,Secure Freight Systems,Cooperative,52,Delayed,Good,93.8,17.12,2024-01-07 18:05:00,2024-01-09 02:05:00,32
SHIP_112939,2372.46,Critical,PER,Pending,0,Manual,Missing,Overdue,DHL Logistics,Cooperative,95,Available,Needs Repacking,38.79,13.04,2024-01-10 15:20:00,2024-01-14 00:20:00,81
SHIP_112681,2863.03,Medium,AVI,Hold,1,Manual,Incomplete,Overdue,Secure Freight Systems,Average,25,Available,Damaged,44.0,17.8,2024-01-11 12:04:00,2024-01-15 13:04:00,97
SHIP_119916,2971.76,High,DGR,Pending,0,Manual,Missing,Overdue,AeroTech Solutions,Cooperative,79,Available,Good,50.13,9.27,2024-01-09 07:15:00,2024-01-12 08:15:00,73
SHIP_103896,3149.27,Medium,EAT,Pending,0,Manual,Missing,Pending,Global Electronics Pvt Ltd,Cooperative,78,Available,Damaged,58.75,11.11,2024-01-10 07:23:00,2024-01-12 19:23:00,60
SHIP_110824,2177.16,Critical,EAT,Pending,1,Automatic,Incomplete,Pending,CargoLink Pvt Ltd,Cooperative,38,Available,Good,56.5,3.82,2024-01-09 06:10:00,2024-01-11 12:10:00,54
SHIP_119308,3881.06,Low,AVI,Pending,0,Manual,Incomplete,Paid,ABC Pharma Ltd,Average,42,Available,Good,71.91,19.15,2024-01-08 10:22:00,2024-01-09 21:22:00,35
SHIP_108004,682.83,Critical,GEN,Pending,0,Manual,Complete,Pending,ABC Pharma Ltd,Average,41,Available,Good,58.33,5.5,2024-01-08 00:01:00,2024-01-09 07:01:00,31
SHIP_104816,2140.35,Medium,AVI,Hold,1,Automatic,Missing,Pending,Skyline Traders,Cooperative,90,Available,Good,24.69,11.96,2024-01-10 21:02:00,2024-01-14 17:02:00,92
SHIP_107068,3955.81,Medium,GEN,Hold,0,Manual,Incomplete,Overdue,CargoLink Pvt Ltd,Delayed Response,32,Available,Good,88.84,10.44,2024-01-10 15:23:00,2024-01-13 11:23:00,68
SHIP_104690,4342.85,Low,VAL,Hold,0,Automatic,Complete,Pending,Global Electronics Pvt Ltd,Non-Compliant,34,Delayed,Good,79.14,9.32,2024-01-11 01:37:00,2024-01-13 13:37:00,60
SHIP_118014,801.37,Low,VAL,Hold,0,Automatic,Incomplete,Paid,CargoLink Pvt Ltd,Delayed Response,44,Delayed,Damaged,61.28,4.91,2024-01-09 23:40:00,2024-01-12 14:40:00,63
SHIP_112662,1067.49,Critical,PER,Hold,1,Automatic,Complete,Pending,CargoLink Pvt Ltd,Cooperative,48,Delayed,Good,89.86,14.7,2024-01-10 06:15:00,2024-01-13 02:15:00,68
SHIP_100134,1659.69,Low,VAL,Pending,1,Automatic,Incomplete,Paid,Global Electronics Pvt Ltd,Average,55,Available,Good,38.96,5.63,2024-01-10 12:53:00,2024-01-12 07:53:00,43
SHIP_106263,2117.48,High,DGR,Pending,0,Manual,Missing,Overdue,Secure Freight Systems,Cooperative,85,Available,Good,85.05,9.35,2024-01-09 08:03:00,2024-01-12 02:03:00,66
SHIP_119639,3323.17,Low,DGR,Pending,0,Manual,Incomplete,Pending,ABC Pharma Ltd,Cooperative,76,Delayed,Damaged,32.84,19.25,2024-01-11 00:31:00,2024-01-13 14:31:00,62
SHIP_113450,3207.89,Medium,AVI,Pending,1,Automatic,Complete,Pending,ABC Pharma Ltd,Cooperative,94,Available,Good,78.12,5.71,2024-01-09 11:43:00,2024-01-11 12:43:00,49
SHIP_112805,1827.45,High,EAT,Hold,0,Automatic,Missing,Pending,Skyline Traders,Average,68,Available,Good,24.81,17.8,2024-01-10 21:47:00,2024-01-13 10:47:00,61
SHIP_116790,801.09,Medium,EAT,Under Inspection,0,Automatic,Complete,Paid,Secure Freight Systems,Average,76,Delayed,Good,62.11,3.25,2024-01-10 06:59:00,2024-01-11 22:59:00,40
SHIP_100475,4050.93,Low,VAL,Pending,0,Automatic,Complete,Paid,CargoLink Pvt Ltd,Average,80,Available,Good,73.71,22.23,2024-01-10 06:25:00,2024-01-11 03:25:00,21
SHIP_107067,456.34,Low,VAL,Pending,1,Automatic,Incomplete,Pending,Skyline Traders,Delayed Response,76,Available,Good,65.49,6.49,2024-01-10 20:26:00,2024-01-13 07:26:00,59
SHIP_114434,2381.35,Low,PER,Hold,0,Manual,Incomplete,Paid,CargoLink Pvt Ltd,Average,35,Available,Good,35.09,21.58,2024-01-10 02:57:00,2024-01-11 18:57:00,40
SHIP_103109,4779.26,Medium,PER,Pending,0,Manual,Missing,Overdue,Secure Freight Systems,Delayed Response,64,Available,Good,73.69,9.24,2024-01-08 19:30:00,2024-01-11 13:30:00,66
SHIP_115204,4232.42,High,PER,Hold,0,Manual,Complete,Pending,Global Electronics Pvt Ltd,Average,96,Available,Good,90.44,20.04,2024-01-10 16:19:00,2024-01-12 13:19:00,45
